keyword,eos_count,eos_rate_pct,non_eos_count,non_eos_rate_pct,total_count,eos_specificity
watchdog,3,0.085,15,0.145,18,-0.059999999999999984
could,7,0.197,11,0.106,18,0.09100000000000001
complaint,4,0.113,14,0.135,18,-0.022000000000000006
mb96f346rscpmc,2,0.056,16,0.154,18,-0.098
flashing,7,0.197,11,0.106,18,0.09100000000000001
vcctx,6,0.169,12,0.116,18,0.053000000000000005
lle photovoltaikanlag,12,0.338,6,0.058,18,0.28
clock display,0,0.0,18,0.174,18,-0.174
wechselrichterausf,12,0.338,6,0.058,18,0.28
pin25,9,0.254,9,0.087,18,0.167
cp10165at,0,0.0,18,0.174,18,-0.174
mobis mobis,13,0.366,5,0.048,18,0.318
mobility corporation,4,0.113,14,0.135,18,-0.022000000000000006
toggling,3,0.085,15,0.145,18,-0.059999999999999984
photovoltaikanlag,12,0.338,6,0.058,18,0.28
wechselrichterausf lle,12,0.338,6,0.058,18,0.28
programming issue,7,0.197,11,0.106,18,0.09100000000000001
lfhr3184684,0,0.0,18,0.174,18,-0.174
address,2,0.056,16,0.154,18,-0.098
mb91f061bs,5,0.141,13,0.125,18,0.015999999999999986
aba,4,0.113,14,0.135,18,-0.022000000000000006
mb91f528rjcpmc1,2,0.056,16,0.154,18,-0.098
solder,0,0.0,18,0.174,18,-0.174
dear,3,0.085,14,0.135,17,-0.05
related,2,0.056,15,0.145,17,-0.089
ichia,17,0.479,0,0.0,17,0.479
hvac,1,0.028,16,0.154,17,-0.126
s6bp401ab1sn1b000,0,0.0,17,0.164,17,-0.164
pcs failure,9,0.254,8,0.077,17,0.177
cy90f039dbspmc,0,0.0,17,0.164,17,-0.164
issu,5,0.141,12,0.116,17,0.02499999999999998
unexpected,1,0.028,16,0.154,17,-0.126
foryou returen,0,0.0,17,0.164,17,-0.164
mb91f060bspmc,2,0.056,15,0.145,17,-0.089
pin69,15,0.423,2,0.019,17,0.40399999999999997
p20,8,0.225,9,0.087,17,0.138
badly,0,0.0,17,0.164,17,-0.164
dongah,1,0.028,16,0.154,17,-0.126
design,6,0.169,11,0.106,17,0.06300000000000001
lfhr3184684 touch,0,0.0,17,0.164,17,-0.164
see far,10,0.282,7,0.068,17,0.21399999999999997
touch inop,0,0.0,17,0.164,17,-0.164
n2e2,1,0.028,16,0.154,17,-0.126
diode,10,0.282,7,0.068,17,0.21399999999999997
caea,8,0.225,9,0.087,17,0.138
uart,9,0.254,8,0.077,17,0.177
impedance between,12,0.338,5,0.048,17,0.29000000000000004
preh portugal,3,0.085,13,0.125,16,-0.039999999999999994
she,0,0.0,16,0.154,16,-0.154
sak,0,0.0,16,0.154,16,-0.154
der,4,0.113,12,0.116,16,-0.0030000000000000027
c4b,0,0.0,16,0.154,16,-0.154
reading,3,0.085,13,0.125,16,-0.039999999999999994
two,8,0.225,8,0.077,16,0.14800000000000002
mb91f526fscpmc,13,0.366,3,0.029,16,0.33699999999999997
inoperative,6,0.169,10,0.097,16,0.07200000000000001
system,3,0.085,13,0.125,16,-0.039999999999999994
unstable,0,0.0,16,0.154,16,-0.154
bad,5,0.141,11,0.106,16,0.03499999999999999
jeco,3,0.085,13,0.125,16,-0.039999999999999994
visteon cyat81688,2,0.056,14,0.135,16,-0.07900000000000001
mb90f039ybspmc,3,0.085,13,0.125,16,-0.039999999999999994
portugal ref,3,0.085,13,0.125,16,-0.039999999999999994
crystal,2,0.056,14,0.135,16,-0.07900000000000001
lcd,5,0.141,11,0.106,16,0.03499999999999999
normale technische,1,0.028,15,0.145,16,-0.11699999999999999
too high,2,0.056,14,0.135,16,-0.07900000000000001
ic5000,4,0.113,12,0.116,16,-0.0030000000000000027
niederohmigkeit,0,0.0,16,0.154,16,-0.154
inside,5,0.141,11,0.106,16,0.03499999999999999
cyat81658,5,0.141,11,0.106,16,0.03499999999999999
lge,4,0.113,12,0.116,16,-0.0030000000000000027
rika cy8c4125lqs,0,0.0,16,0.154,16,-0.154
mb96f6b6rbpmc,2,0.056,14,0.135,16,-0.07900000000000001
applied,6,0.169,10,0.097,16,0.07200000000000001
smt,0,0.0,16,0.154,16,-0.154
mb91f594,14,0.395,2,0.019,16,0.376
bent leads,0,0.0,16,0.154,16,-0.154
p14,8,0.225,8,0.077,16,0.14800000000000002
eeprom,0,0.0,16,0.154,16,-0.154
pcs mb91f594,14,0.395,2,0.019,16,0.376
mcu pin,6,0.169,10,0.097,16,0.07200000000000001
microcrontroller,0,0.0,16,0.154,16,-0.154
pin12,11,0.31,5,0.048,16,0.262
normale,1,0.028,15,0.145,16,-0.11699999999999999
technische,1,0.028,15,0.145,16,-0.11699999999999999
trim,0,0.0,15,0.145,15,-0.145
pin2,2,0.056,13,0.125,15,-0.069
large,2,0.056,13,0.125,15,-0.069
gsae,1,0.028,14,0.135,15,-0.10700000000000001
niederohmig,2,0.056,13,0.125,15,-0.069
pin39,11,0.31,4,0.039,15,0.271
abnormal waveform,3,0.085,12,0.116,15,-0.031
sram,0,0.0,15,0.145,15,-0.145
higher,0,0.0,15,0.145,15,-0.145
impedance abnormal,7,0.197,8,0.077,15,0.12000000000000001
lockstep failure,0,0.0,15,0.145,15,-0.145
pin28,5,0.141,10,0.097,15,0.043999999999999984
jabil,5,0.141,10,0.097,15,0.043999999999999984
corrective,2,0.056,13,0.125,15,-0.069
found one,0,0.0,15,0.145,15,-0.145
action request,2,0.056,13,0.125,15,-0.069
borgwarner,2,0.056,13,0.125,15,-0.069
bei,1,0.028,14,0.135,15,-0.10700000000000001
vddp,2,0.056,13,0.125,15,-0.069
customer corrective,2,0.056,13,0.125,15,-0.069
mb91f522bhbpmc1,2,0.056,13,0.125,15,-0.069
between pins,4,0.113,11,0.106,15,0.007000000000000006
page,0,0.0,15,0.145,15,-0.145
single,0,0.0,15,0.145,15,-0.145
technische beanstandung,1,0.028,14,0.135,15,-0.10700000000000001
issues,0,0.0,15,0.145,15,-0.145
field fail,4,0.113,11,0.106,15,0.007000000000000006
foreign matter,0,0.0,15,0.145,15,-0.145
performed,9,0.254,6,0.058,15,0.196
high current,8,0.225,7,0.068,15,0.157
faurecia,3,0.085,12,0.116,15,-0.031
specification,2,0.056,13,0.125,15,-0.069
s6j329clspsc20000,5,0.141,10,0.097,15,0.043999999999999984
beanstandung,1,0.028,14,0.135,15,-0.10700000000000001
self,0,0.0,15,0.145,15,-0.145
mb91f594 failed,13,0.366,2,0.019,15,0.347
matter,0,0.0,15,0.145,15,-0.145
action,2,0.056,13,0.125,15,-0.069
main,0,0.0,15,0.145,15,-0.145
expected,3,0.085,12,0.116,15,-0.031
abnormal impedance,7,0.197,8,0.077,15,0.12000000000000001
international,3,0.085,12,0.116,15,-0.031
anden denso,0,0.0,15,0.145,15,-0.145
mb91f047pmc,0,0.0,15,0.145,15,-0.145
used,1,0.028,14,0.135,15,-0.10700000000000001
short pin,12,0.338,3,0.029,15,0.309
switch,4,0.113,11,0.106,15,0.007000000000000006
only,3,0.085,12,0.116,15,-0.031
offset,0,0.0,15,0.145,15,-0.145
contact,2,0.056,13,0.125,15,-0.069
corruption,0,0.0,15,0.145,15,-0.145
vccd,7,0.197,8,0.077,15,0.12000000000000001
corrective action,2,0.056,13,0.125,15,-0.069
aus,3,0.085,11,0.106,14,-0.02099999999999999
booting fail,3,0.085,11,0.106,14,-0.02099999999999999
eos,8,0.225,6,0.058,14,0.167
programed,0,0.0,14,0.135,14,-0.135
msp verification,0,0.0,14,0.135,14,-0.135
circuited,9,0.254,5,0.048,14,0.20600000000000002
units,3,0.085,11,0.106,14,-0.02099999999999999
toggling pflash,0,0.0,14,0.135,14,-0.135
gse2,2,0.056,12,0.116,14,-0.060000000000000005
crc error,0,0.0,14,0.135,14,-0.135
cy96f615rbpmc,1,0.028,13,0.125,14,-0.097
line failure,5,0.141,9,0.087,14,0.05399999999999999
msp,0,0.0,14,0.135,14,-0.135
audio,1,0.028,13,0.125,14,-0.097
qualification,10,0.282,4,0.039,14,0.24299999999999997
mitsubishi heavy,8,0.225,6,0.058,14,0.167
cant,0,0.0,14,0.135,14,-0.135
honda,4,0.113,10,0.097,14,0.016
programming fail,2,0.056,12,0.116,14,-0.060000000000000005
lead discolor,0,0.0,14,0.135,14,-0.135
vssm,10,0.282,4,0.039,14,0.24299999999999997
india,12,0.338,2,0.019,14,0.319
flash data,0,0.0,14,0.135,14,-0.135
analog,0,0.0,14,0.135,14,-0.135
auf,5,0.141,9,0.087,14,0.05399999999999999
led,2,0.056,12,0.116,14,-0.060000000000000005
pad,4,0.113,10,0.097,14,0.016
tianjin,2,0.056,12,0.116,14,-0.060000000000000005
showed abnormal,2,0.056,12,0.116,14,-0.060000000000000005
p11,5,0.141,9,0.087,14,0.05399999999999999
btw,11,0.31,3,0.029,14,0.28099999999999997
cy91f522bhbpmc1,1,0.028,13,0.125,14,-0.097
page once,0,0.0,14,0.135,14,-0.135
verbrannt,14,0.395,0,0.0,14,0.395
enter,0,0.0,14,0.135,14,-0.135
heavy,8,0.225,6,0.058,14,0.167
good,1,0.028,13,0.125,14,-0.097
gsa,6,0.169,8,0.077,14,0.09200000000000001
zhenghai,6,0.169,8,0.077,14,0.09200000000000001
visual,1,0.028,13,0.125,14,-0.097
g17,5,0.141,9,0.087,14,0.05399999999999999
cannot write,3,0.085,11,0.106,14,-0.02099999999999999
wirte page,0,0.0,14,0.135,14,-0.135
startup,2,0.056,12,0.116,14,-0.060000000000000005
reflash,5,0.141,9,0.087,14,0.05399999999999999
fai,3,0.085,11,0.106,14,-0.02099999999999999
visteon p7604770fm0001,0,0.0,14,0.135,14,-0.135
showing,7,0.197,7,0.068,14,0.129
state,1,0.028,13,0.125,14,-0.097
p21,3,0.085,11,0.106,14,-0.02099999999999999
stress,3,0.085,11,0.106,14,-0.02099999999999999
s6j336ahtbsc20000,0,0.0,14,0.135,14,-0.135
top,2,0.056,12,0.116,14,-0.060000000000000005
ats1,14,0.395,0,0.0,14,0.395
communication anomaly,8,0.225,6,0.058,14,0.167
once,0,0.0,14,0.135,14,-0.135
flash write,0,0.0,14,0.135,14,-0.135
p22,4,0.113,10,0.097,14,0.016
future,4,0.113,10,0.097,14,0.016
unit does,0,0.0,14,0.135,14,-0.135
yantai,6,0.169,8,0.077,14,0.09200000000000001
vdd5,10,0.282,4,0.039,14,0.24299999999999997
zhenghai technology,6,0.169,8,0.077,14,0.09200000000000001
once toggling,0,0.0,14,0.135,14,-0.135
exception,6,0.169,8,0.077,14,0.09200000000000001
measured,11,0.31,3,0.029,14,0.28099999999999997
p7604770fm0001,0,0.0,14,0.135,14,-0.135
yantai zhenghai,6,0.169,8,0.077,14,0.09200000000000001
pcs badly,0,0.0,14,0.135,14,-0.135
auto,4,0.113,10,0.097,14,0.016
pin10,10,0.282,4,0.039,14,0.24299999999999997
analysis request,7,0.197,7,0.068,14,0.129
wirte,0,0.0,14,0.135,14,-0.135
pin80,11,0.31,2,0.019,13,0.291
field failur,1,0.028,12,0.116,13,-0.08800000000000001
gate,0,0.0,13,0.125,13,-0.125
conversion,2,0.056,11,0.106,13,-0.049999999999999996
bga,2,0.056,11,0.106,13,-0.049999999999999996
uart communication,7,0.197,6,0.058,13,0.139
voltage output,3,0.085,10,0.097,13,-0.011999999999999997
functional failure,4,0.113,9,0.087,13,0.02600000000000001
tc397,3,0.085,10,0.097,13,-0.011999999999999997
mb96f615abpmc,9,0.254,4,0.039,13,0.215
dark,1,0.028,12,0.116,13,-0.08800000000000001
particle,0,0.0,13,0.125,13,-0.125
pintopinleakageissue,0,0.0,13,0.125,13,-0.125
nach,5,0.141,8,0.077,13,0.06399999999999999
intalliance,9,0.254,4,0.039,13,0.215
ucb,0,0.0,13,0.125,13,-0.125
bootloader,0,0.0,13,0.125,13,-0.125
team,4,0.113,9,0.087,13,0.02600000000000001
sporadic,0,0.0,13,0.125,13,-0.125
gse,2,0.056,11,0.106,13,-0.049999999999999996
writing,0,0.0,13,0.125,13,-0.125
upgrade,0,0.0,13,0.125,13,-0.125
low temp,1,0.028,12,0.116,13,-0.08800000000000001
sumitomo wiring,0,0.0,13,0.125,13,-0.125
software,1,0.028,12,0.116,13,-0.08800000000000001
program failure,0,0.0,13,0.125,13,-0.125
flash programming,0,0.0,13,0.125,13,-0.125
porsche,0,0.0,13,0.125,13,-0.125
stanley international,3,0.085,10,0.097,13,-0.011999999999999997
ere1,7,0.197,6,0.058,13,0.139
nicht schaltbar,1,0.028,12,0.116,13,-0.08800000000000001
von,1,0.028,12,0.116,13,-0.08800000000000001
intermittent,2,0.056,11,0.106,13,-0.049999999999999996
some,0,0.0,13,0.125,13,-0.125
resistance value,9,0.254,4,0.039,13,0.215
v19,13,0.366,0,0.0,13,0.366
p15,5,0.141,8,0.077,13,0.06399999999999999
schaltbar,1,0.028,12,0.116,13,-0.08800000000000001
ten thai,0,0.0,13,0.125,13,-0.125
die,4,0.113,9,0.087,13,0.02600000000000001
testing,3,0.085,10,0.097,13,-0.011999999999999997
there,3,0.085,10,0.097,13,-0.011999999999999997
asian stanley,3,0.085,10,0.097,13,-0.011999999999999997
init,1,0.028,12,0.116,13,-0.08800000000000001
too low,4,0.113,9,0.087,13,0.02600000000000001
traveo,0,0.0,13,0.125,13,-0.125
oscillator,1,0.028,12,0.116,13,-0.08800000000000001
asian,3,0.085,10,0.097,13,-0.011999999999999997
tft display,0,0.0,13,0.125,13,-0.125
alm7,0,0.0,13,0.125,13,-0.125
shows,2,0.056,10,0.097,12,-0.041
p13,1,0.028,11,0.106,12,-0.078
connected,1,0.028,11,0.106,12,-0.078
quiescent current,3,0.085,9,0.087,12,-0.001999999999999988
programing,1,0.028,11,0.106,12,-0.078
bhtc ref,0,0.0,12,0.116,12,-0.116
digital,3,0.085,9,0.087,12,-0.001999999999999988
supply short,11,0.31,1,0.01,12,0.3
speci,0,0.0,12,0.116,12,-0.116
smu alarm,0,0.0,12,0.116,12,-0.116
enable,0,0.0,12,0.116,12,-0.116
then,5,0.141,7,0.068,12,0.07299999999999998
cma,0,0.0,12,0.116,12,-0.116
denso electronics,2,0.056,10,0.097,12,-0.041
scribble,6,0.169,6,0.058,12,0.11100000000000002
uje2,5,0.141,7,0.068,12,0.07299999999999998
cannot program,0,0.0,12,0.116,12,-0.116
nissan n2152,1,0.028,11,0.106,12,-0.078
range,0,0.0,12,0.116,12,-0.116
halbbr,12,0.338,0,0.0,12,0.338
vdd1vx,0,0.0,12,0.116,12,-0.116
kont gate,0,0.0,12,0.116,12,-0.116
mb15h121pmc,0,0.0,12,0.116,12,-0.116
asti india,10,0.282,2,0.019,12,0.26299999999999996
scribble design,6,0.169,6,0.058,12,0.11100000000000002
nmi,1,0.028,11,0.106,12,-0.078
proces,2,0.056,10,0.097,12,-0.041
kont,0,0.0,12,0.116,12,-0.116
quiescent,3,0.085,9,0.087,12,-0.001999999999999988
mcu internal,1,0.028,11,0.106,12,-0.078
bhtc,0,0.0,12,0.116,12,-0.116
test failure,1,0.028,11,0.106,12,-0.078
voltage drop,2,0.056,10,0.097,12,-0.041
standby,0,0.0,12,0.116,12,-0.116
n2152,1,0.028,11,0.106,12,-0.078
cken,12,0.338,0,0.0,12,0.338
mpu,0,0.0,12,0.116,12,-0.116
flash failure,4,0.113,8,0.077,12,0.036000000000000004
alle kont,0,0.0,12,0.116,12,-0.116
und,3,0.085,9,0.087,12,-0.001999999999999988
ghost touch,0,0.0,12,0.116,12,-0.116
failure sample,11,0.31,1,0.01,12,0.3
tianjin denso,2,0.056,10,0.097,12,-0.041
touch panel,3,0.085,9,0.087,12,-0.001999999999999988
firmware,1,0.028,11,0.106,12,-0.078
bus,0,0.0,12,0.116,12,-0.116
dauertest,1,0.028,11,0.106,12,-0.078
meter does,0,0.0,12,0.116,12,-0.116
cp10065at,0,0.0,12,0.116,12,-0.116
abnormal wake,1,0.028,11,0.106,12,-0.078
volvo,2,0.056,10,0.097,12,-0.041
n2152 mb96f646rbpmc,1,0.028,11,0.106,12,-0.078
ist,1,0.028,11,0.106,12,-0.078
halbbr cken,12,0.338,0,0.0,12,0.338
flash fail,0,0.0,12,0.116,12,-0.116
loss,1,0.028,11,0.106,12,-0.078
end,4,0.113,8,0.077,12,0.036000000000000004
change,1,0.028,11,0.106,12,-0.078
einen,1,0.028,11,0.106,12,-0.078
vcc short,10,0.282,2,0.019,12,0.26299999999999996
ghost,0,0.0,12,0.116,12,-0.116
warra,0,0.0,12,0.116,12,-0.116
goes,0,0.0,12,0.116,12,-0.116
xtal,3,0.085,9,0.087,12,-0.001999999999999988
pin abnormal,1,0.028,11,0.106,12,-0.078
mb9df125e,9,0.254,3,0.029,12,0.225
material,0,0.0,12,0.116,12,-0.116
alle halbbr,12,0.338,0,0.0,12,0.338
tde tianjin,2,0.056,10,0.097,12,-0.041
don,2,0.056,10,0.097,12,-0.041
pwm,3,0.085,9,0.087,12,-0.001999999999999988
dead,5,0.141,7,0.068,12,0.07299999999999998
customer feedback,0,0.0,11,0.106,11,-0.106
coplanarity,0,0.0,11,0.106,11,-0.106
driver,1,0.028,10,0.097,11,-0.069
values,2,0.056,9,0.087,11,-0.030999999999999993
pin43,6,0.169,5,0.048,11,0.12100000000000001
s6j32eeltpsc20000,0,0.0,11,0.106,11,-0.106
write failure,0,0.0,11,0.106,11,-0.106
korea,2,0.056,9,0.087,11,-0.030999999999999993
time,0,0.0,11,0.106,11,-0.106
platforms,6,0.169,5,0.048,11,0.12100000000000001
foryou customer,0,0.0,11,0.106,11,-0.106
write error,0,0.0,11,0.106,11,-0.106
power short,11,0.31,0,0.0,11,0.31
stress applied,1,0.028,10,0.097,11,-0.069
attached,3,0.085,8,0.077,11,0.008000000000000007
burning,2,0.056,9,0.087,11,-0.030999999999999993
set,2,0.056,9,0.087,11,-0.030999999999999993
p23,5,0.141,6,0.058,11,0.08299999999999999
function test,3,0.085,8,0.077,11,0.008000000000000007
huizhou foryou,0,0.0,11,0.106,11,-0.106
s6j329clspsc,1,0.028,10,0.097,11,-0.069
platforms shiroishi,6,0.169,5,0.048,11,0.12100000000000001
problems,2,0.056,9,0.087,11,-0.030999999999999993
raised,0,0.0,11,0.106,11,-0.106
instead,3,0.085,8,0.077,11,0.008000000000000007
mcu programed,0,0.0,11,0.106,11,-0.106
s6j3001lsj,4,0.113,7,0.068,11,0.045
irregular,0,0.0,11,0.106,11,-0.106
dongah dongah,1,0.028,10,0.097,11,-0.069
load,2,0.056,9,0.087,11,-0.030999999999999993
monza,4,0.113,7,0.068,11,0.045
shiroishi,6,0.169,5,0.048,11,0.12100000000000001
pcs mb9df125e,9,0.254,2,0.019,11,0.23500000000000001
cy8aa4521,0,0.0,11,0.106,11,-0.106
programmable,2,0.056,9,0.087,11,-0.030999999999999993
refer,2,0.056,9,0.087,11,-0.030999999999999993
huizhou,0,0.0,11,0.106,11,-0.106
tbd,1,0.028,10,0.097,11,-0.069
dongah hvac,1,0.028,10,0.097,11,-0.069
mcu doesn,2,0.056,9,0.087,11,-0.030999999999999993
interface,4,0.113,7,0.068,11,0.045
s6j336c,0,0.0,11,0.106,11,-0.106
oem,0,0.0,11,0.106,11,-0.106
high sleep,1,0.028,10,0.097,11,-0.069
continental ref,3,0.085,8,0.077,11,0.008000000000000007
programed failed,0,0.0,11,0.106,11,-0.106
mb91f575bhspmc,7,0.197,4,0.039,11,0.158
sw5v,6,0.169,5,0.048,11,0.12100000000000001
nec,6,0.169,5,0.048,11,0.12100000000000001
monitor,1,0.028,10,0.097,11,-0.069
product does,1,0.028,10,0.097,11,-0.069
jeco denso,3,0.085,8,0.077,11,0.008000000000000007
meet specification,1,0.028,10,0.097,11,-0.069
pin5,2,0.056,9,0.087,11,-0.030999999999999993
nsmx,1,0.028,10,0.097,11,-0.069
cy8c4147azs,3,0.085,8,0.077,11,0.008000000000000007
mb91f53bceq,10,0.282,1,0.01,11,0.27199999999999996
during programming,3,0.085,8,0.077,11,0.008000000000000007
pin164,1,0.028,10,0.097,11,-0.069
xtal1,0,0.0,11,0.106,11,-0.106
retur,5,0.141,6,0.058,11,0.08299999999999999
bonding,0,0.0,11,0.106,11,-0.106
pin lift,0,0.0,11,0.106,11,-0.106
mb96f615rbpmc,2,0.056,9,0.087,11,-0.030999999999999993
cluster black,4,0.113,7,0.068,11,0.045
key,1,0.028,10,0.097,11,-0.069
gnd niederohmig,0,0.0,11,0.106,11,-0.106
com,2,0.056,9,0.087,11,-0.030999999999999993
nec platforms,6,0.169,5,0.048,11,0.12100000000000001
cpu1 lockstep,1,0.028,9,0.087,10,-0.059
user,0,0.0,10,0.097,10,-0.097
calsonic,2,0.056,8,0.077,10,-0.020999999999999998
spi signal,1,0.028,9,0.087,10,-0.059
occurs,3,0.085,7,0.068,10,0.017
lifted leads,0,0.0,10,0.097,10,-0.097
malaysia,0,0.0,10,0.097,10,-0.097
clk,3,0.085,7,0.068,10,0.017
pin24,5,0.141,5,0.048,10,0.09299999999999999
flexray,0,0.0,10,0.097,10,-0.097
hardware,0,0.0,10,0.097,10,-0.097
deep sleep,3,0.085,7,0.068,10,0.017
pin44,6,0.169,4,0.039,10,0.13
esd test,9,0.254,1,0.01,10,0.244
ifx,0,0.0,10,0.097,10,-0.097
ohm,2,0.056,8,0.077,10,-0.020999999999999998
n20,8,0.225,2,0.019,10,0.20600000000000002
contrller,6,0.169,4,0.039,10,0.13
pass,4,0.113,6,0.058,10,0.055
additional,4,0.113,6,0.058,10,0.055
open circuit,4,0.113,6,0.058,10,0.055
gnd resistance,7,0.197,3,0.029,10,0.168
kinwong,5,0.141,5,0.048,10,0.09299999999999999
gnd impedance,6,0.169,4,0.039,10,0.13
electrical failure,1,0.028,9,0.087,10,-0.059
planarity,0,0.0,10,0.097,10,-0.097
wuhu report,6,0.169,4,0.039,10,0.13
mb91f577bhspmc,4,0.113,6,0.058,10,0.055
bsl,1,0.028,9,0.087,10,-0.059
ic1401,0,0.0,10,0.097,10,-0.097
adhesion,0,0.0,10,0.097,10,-0.097
erase issue,2,0.056,8,0.077,10,-0.020999999999999998
calsonic kansei,2,0.056,8,0.077,10,-0.020999999999999998
umc,0,0.0,10,0.097,10,-0.097
surface tape,0,0.0,10,0.097,10,-0.097
deepsleep,0,0.0,10,0.097,10,-0.097
air,4,0.113,6,0.058,10,0.055
pin planarity,0,0.0,10,0.097,10,-0.097
amber,4,0.113,6,0.058,10,0.055
pin42,3,0.085,7,0.068,10,0.017
power stress,0,0.0,10,0.097,10,-0.097
pflash ecc,0,0.0,10,0.097,10,-0.097
affected,1,0.028,9,0.087,10,-0.059
mcu flash,1,0.028,9,0.087,10,-0.059
high power,0,0.0,10,0.097,10,-0.097
cpu0,1,0.028,9,0.087,10,-0.059
dnia,1,0.028,9,0.087,10,-0.059
s6bp502a00sn2b000,3,0.085,7,0.068,10,0.017
display failure,2,0.056,8,0.077,10,-0.020999999999999998
gunze,5,0.141,5,0.048,10,0.09299999999999999
every,0,0.0,10,0.097,10,-0.097
steering,2,0.056,8,0.077,10,-0.020999999999999998
cy96f612abpmc,4,0.113,6,0.058,10,0.055
hsae mcu,6,0.169,4,0.039,10,0.13
arrow,5,0.141,5,0.048,10,0.09299999999999999
cy91f047,1,0.028,9,0.087,10,-0.059
cy91f526fsc,0,0.0,10,0.097,10,-0.097
never,0,0.0,10,0.097,10,-0.097
sampling,3,0.085,7,0.068,10,0.017
new,2,0.056,8,0.077,10,-0.020999999999999998
umc electronics,0,0.0,10,0.097,10,-0.097
thermal,3,0.085,7,0.068,10,0.017
chip programming,1,0.028,9,0.087,10,-0.059
kansei,2,0.056,8,0.077,10,-0.020999999999999998
process,2,0.056,8,0.077,10,-0.020999999999999998
preh report,3,0.085,7,0.068,10,0.017
s6bp502a00sn2b0,8,0.225,2,0.019,10,0.20600000000000002
able,2,0.056,8,0.077,10,-0.020999999999999998
lvds,1,0.028,9,0.087,10,-0.059
temperature failure,0,0.0,10,0.097,10,-0.097
deep,3,0.085,7,0.068,10,0.017
wda,2,0.056,8,0.077,10,-0.020999999999999998
japan,1,0.028,9,0.087,10,-0.059
customer found,0,0.0,10,0.097,10,-0.097
cy96f646rbpmc,4,0.113,6,0.058,10,0.055
hsae nissan,1,0.028,9,0.087,10,-0.059
chip surface,0,0.0,10,0.097,10,-0.097
lbist fail,1,0.028,9,0.087,10,-0.059
corrupted,0,0.0,10,0.097,10,-0.097
vddm short,10,0.282,0,0.0,10,0.282
mb9df125e failed,8,0.225,2,0.019,10,0.20600000000000002
requested msp,0,0.0,10,0.097,10,-0.097
aqcc,1,0.028,9,0.087,10,-0.059
reported one,2,0.056,8,0.077,10,-0.020999999999999998
cy91f071fhepmc,1,0.028,9,0.087,10,-0.059
measurement,3,0.085,7,0.068,10,0.017
mcu does,1,0.028,9,0.087,10,-0.059
planarity problem,0,0.0,10,0.097,10,-0.097
aging,1,0.028,9,0.087,10,-0.059
bill,1,0.028,9,0.087,10,-0.059
wuhu,6,0.169,4,0.039,10,0.13
download,4,0.113,6,0.058,10,0.055
hsm,0,0.0,10,0.097,10,-0.097
tc275,1,0.028,9,0.087,10,-0.059
image,5,0.141,5,0.048,10,0.09299999999999999
noise,1,0.028,9,0.087,10,-0.059
touch contrller,6,0.169,4,0.039,10,0.13
dgnd,9,0.254,0,0.0,9,0.254
failure mode,3,0.085,6,0.058,9,0.027000000000000003
pin158,0,0.0,9,0.087,9,-0.087
need supplier,1,0.028,8,0.077,9,-0.049
germany ref,0,0.0,9,0.087,9,-0.087
received,4,0.113,5,0.048,9,0.065
upgrade failed,0,0.0,9,0.087,9,-0.087
inoperable,1,0.028,8,0.077,9,-0.049
factory,4,0.113,5,0.048,9,0.065
pin voltage,1,0.028,8,0.077,9,-0.049
p01,4,0.113,5,0.048,9,0.065
same,0,0.0,9,0.087,9,-0.087
sar,0,0.0,9,0.087,9,-0.087
mcu mb96f646rbpmc,7,0.197,2,0.019,9,0.17800000000000002
hard,1,0.028,8,0.077,9,-0.049
a20,6,0.169,3,0.029,9,0.14
access,0,0.0,9,0.087,9,-0.087
lower,4,0.113,5,0.048,9,0.065
flash abnormal,1,0.028,8,0.077,9,-0.049
she filesystem,0,0.0,9,0.087,9,-0.087
soldering,1,0.028,8,0.077,9,-0.049
car level,5,0.141,4,0.039,9,0.10199999999999998
like,1,0.028,8,0.077,9,-0.049
b16,1,0.028,8,0.077,9,-0.049
supplier,1,0.028,8,0.077,9,-0.049
juno she,0,0.0,9,0.087,9,-0.087
step,1,0.028,8,0.077,9,-0.049
s6j32heltnsc20000,2,0.056,7,0.068,9,-0.012000000000000004
main mcu,0,0.0,9,0.087,9,-0.087
betw,1,0.028,8,0.077,9,-0.049
pin11,4,0.113,5,0.048,9,0.065
error during,0,0.0,9,0.087,9,-0.087
vacuum,0,0.0,9,0.087,9,-0.087
responding,1,0.028,8,0.077,9,-0.049
raised pins,0,0.0,9,0.087,9,-0.087
s6j328ckspse20000,4,0.113,5,0.048,9,0.065
bosch wuhu,5,0.141,4,0.039,9,0.10199999999999998
efe1,8,0.225,1,0.01,9,0.215
visteon used,1,0.028,8,0.077,9,-0.049
completely,0,0.0,9,0.087,9,-0.087
infortaiment,5,0.141,4,0.039,9,0.10199999999999998
lin communication,2,0.056,7,0.068,9,-0.012000000000000004
filesystem,0,0.0,9,0.087,9,-0.087
defect need,1,0.028,8,0.077,9,-0.049
vs5,0,0.0,9,0.087,9,-0.087
follow,2,0.056,7,0.068,9,-0.012000000000000004
traveo juno,0,0.0,9,0.087,9,-0.087
low temperature,0,0.0,9,0.087,9,-0.087
memory erase,0,0.0,9,0.087,9,-0.087
filesystem corruption,0,0.0,9,0.087,9,-0.087
motiv,0,0.0,9,0.087,9,-0.087
cracks,0,0.0,9,0.087,9,-0.087
mit,1,0.028,8,0.077,9,-0.049
mb90022pf,0,0.0,9,0.087,9,-0.087
